path_id	gene	PC	loading	name	size
hsa00230	ADCY9	PC1	-0.0992619068079545	Purine metabolism	39
hsa00230	ADCY7	PC1	-0.0879853432399016	Purine metabolism	39
hsa00230	NME1	PC1	-0.243522269552369	Purine metabolism	39
hsa00230	PDE4A	PC1	0.043002519124049	Purine metabolism	39
hsa00230	PRPS2	PC1	-0.109718093324078	Purine metabolism	39
hsa00240	DPYD	PC1	-0.288855516472394	Pyrimidine metabolism	15
hsa00240	UCK2	PC1	0.278168604866985	Pyrimidine metabolism	15
hsa00240	NME7	PC1	-0.104545246171718	Pyrimidine metabolism	15
hsa00240	UPP2	PC1	0.0599939738825281	Pyrimidine metabolism	15
hsa00240	DTYMK	PC1	0.315314588988995	Pyrimidine metabolism	15
hsa00240	AK9	PC1	-0.0143450190004719	Pyrimidine metabolism	15
hsa00240	ENPP3	PC1	-0.0573338006321009	Pyrimidine metabolism	15
hsa00240	ENTPD4	PC1	-0.0302947243664093	Pyrimidine metabolism	15
hsa00240	RRM1	PC1	0.0924357312444002	Pyrimidine metabolism	15
hsa00240	ENTPD5	PC1	0.0401000508770957	Pyrimidine metabolism	15
hsa00240	DCTPP1	PC1	0.434089232974016	Pyrimidine metabolism	15
hsa00240	NME1	PC1	0.504088903816419	Pyrimidine metabolism	15
hsa00240	TK1	PC1	0.186488404404227	Pyrimidine metabolism	15
hsa00240	TYMS	PC1	0.479886052308443	Pyrimidine metabolism	15
hsa00240	UPB1	PC1	-0.0553327755354943	Pyrimidine metabolism	15
hsa00270	PHGDH	PC1	0.263689272448238	Cysteine and methionine metabolism	13
hsa00270	ADI1	PC1	-0.165367524501117	Cysteine and methionine metabolism	13
hsa00270	GNMT	PC1	0.134174405497682	Cysteine and methionine metabolism	13
hsa00270	GCLC	PC1	-0.229254436442922	Cysteine and methionine metabolism	13
hsa00270	AHCYL2	PC1	-0.149973341974822	Cysteine and methionine metabolism	13
hsa00270	KYAT1	PC1	-0.0447013887870193	Cysteine and methionine metabolism	13
hsa00270	LDHC	PC1	0.0748026413416786	Cysteine and methionine metabolism	13
hsa00270	BCAT1	PC1	0.464880305304662	Cysteine and methionine metabolism	13
hsa00270	LACC1	PC1	0.110884028482768	Cysteine and methionine metabolism	13
hsa00270	DNMT1	PC1	-0.392096063824167	Cysteine and methionine metabolism	13
hsa00270	IL4I1	PC1	-0.0212226594135549	Cysteine and methionine metabolism	13
hsa00270	AHCY	PC1	-0.388656862765711	Cysteine and methionine metabolism	13
hsa00270	MPST	PC1	-0.518481129411476	Cysteine and methionine metabolism	13
hsa00280	OXCT2	PC1	-0.112847845990107	Valine, leucine and isoleucine degradation	11
hsa00280	DBT	PC1	-0.564129701565832	Valine, leucine and isoleucine degradation	11
hsa00280	EHHADH	PC1	-0.220858034122645	Valine, leucine and isoleucine degradation	11
hsa00280	HADH	PC1	0.288697554359423	Valine, leucine and isoleucine degradation	11
hsa00280	ALDH7A1	PC1	-0.166686437406205	Valine, leucine and isoleucine degradation	11
hsa00280	HIBADH	PC1	0.410693107583175	Valine, leucine and isoleucine degradation	11
hsa00280	ACADSB	PC1	0.471565993001702	Valine, leucine and isoleucine degradation	11
hsa00280	BCAT1	PC1	-0.0831105166263913	Valine, leucine and isoleucine degradation	11
hsa00280	PCCA	PC1	0.177315815080314	Valine, leucine and isoleucine degradation	11
hsa00280	ABAT	PC1	0.282348296780182	Valine, leucine and isoleucine degradation	11
hsa00280	IL4I1	PC1	-0.00141230437807095	Valine, leucine and isoleucine degradation	11
hsa00310	PRDM16	PC1	-0.375695739488787	Lysine degradation	19
hsa00310	COLGALT2	PC1	0.192289158796574	Lysine degradation	19
hsa00310	SMYD2	PC1	0.162097397138267	Lysine degradation	19
hsa00310	SMYD3	PC1	-0.0599028325765779	Lysine degradation	19
hsa00310	CAMKMT	PC1	0.204071665992125	Lysine degradation	19
hsa00310	MECOM	PC1	-0.530945970354283	Lysine degradation	19
hsa00310	EHHADH	PC1	-0.023198982087377	Lysine degradation	19
hsa00310	NSD2	PC1	0.213111871110097	Lysine degradation	19
hsa00310	HADH	PC1	0.330749735472762	Lysine degradation	19
hsa00310	SETD7	PC1	-0.0139721115670536	Lysine degradation	19
hsa00310	ALDH7A1	PC1	0.0514351169658527	Lysine degradation	19
hsa00310	PLOD3	PC1	-0.0763062152261482	Lysine degradation	19
hsa00310	DHTKD1	PC1	0.206221489223654	Lysine degradation	19
hsa00310	SUV39H2	PC1	0.00741171470138374	Lysine degradation	19
hsa00310	HYKK	PC1	-0.0182548559499108	Lysine degradation	19
hsa00310	PIPOX	PC1	-0.398041855707029	Lysine degradation	19
hsa00310	COLGALT1	PC1	0.237344304008689	Lysine degradation	19
hsa00310	SUV39H1	PC1	-0.183590399980658	Lysine degradation	19
hsa00310	TMLHE	PC1	-0.114282890214178	Lysine degradation	19
hsa00380	HAAO	PC1	0.246525759983023	Tryptophan metabolism	12
hsa00380	KYNU	PC1	-0.510938661407196	Tryptophan metabolism	12
hsa00380	EHHADH	PC1	-0.227554080170743	Tryptophan metabolism	12
hsa00380	HADH	PC1	-0.0678646693266187	Tryptophan metabolism	12
hsa00380	ALDH7A1	PC1	-0.00287291218822872	Tryptophan metabolism	12
hsa00380	ALDH8A1	PC1	-0.123907000627646	Tryptophan metabolism	12
hsa00380	KYAT1	PC1	0.041822611001378	Tryptophan metabolism	12
hsa00380	DHTKD1	PC1	0.276216430442601	Tryptophan metabolism	12
hsa00380	TPH1	PC1	-0.0874541135655499	Tryptophan metabolism	12
hsa00380	AFMID	PC1	-0.48984362338865	Tryptophan metabolism	12
hsa00380	IL4I1	PC1	-0.0490213639945941	Tryptophan metabolism	12
hsa00380	MAOA	PC1	-0.527613801990336	Tryptophan metabolism	12
hsa00480	TXNDC12	PC1	-0.185219911362162	Glutathione metabolism	11
hsa00480	LANCL1	PC1	-0.151584258879916	Glutathione metabolism	11
hsa00480	HPGDS	PC1	-0.425886460540089	Glutathione metabolism	11
hsa00480	GCLC	PC1	0.241173182474274	Glutathione metabolism	11
hsa00480	GSTO1	PC1	-0.089773021166165	Glutathione metabolism	11
hsa00480	GSTO2	PC1	0.0001375743438669	Glutathione metabolism	11
hsa00480	RRM1	PC1	0.078515129386432	Glutathione metabolism	11
hsa00480	GSTP1	PC1	-0.381224463217926	Glutathione metabolism	11
hsa00480	MGST1	PC1	-0.614183121998816	Glutathione metabolism	11
hsa00480	ANPEP	PC1	-0.371549900856645	Glutathione metabolism	11
hsa00480	GGT7	PC1	-0.168362253339416	Glutathione metabolism	11
hsa00500	PGM1	PC1	0.460915845167048	Starch and sucrose metabolism	11
hsa00500	GBE1	PC1	0.469087101803192	Starch and sucrose metabolism	11
hsa00500	ENPP3	PC1	0.135995872457047	Starch and sucrose metabolism	11
hsa00500	MGAM	PC1	0.185953498386904	Starch and sucrose metabolism	11
hsa00500	HK1	PC1	-0.0664536666792761	Starch and sucrose metabolism	11
hsa00500	PGM2L1	PC1	0.195335491606701	Starch and sucrose metabolism	11
hsa00500	PYGL	PC1	0.0816877965441754	Starch and sucrose metabolism	11
hsa00500	GANC	PC1	0.557510812211332	Starch and sucrose metabolism	11
hsa00500	GAA	PC1	0.0587663931245948	Starch and sucrose metabolism	11
hsa00500	GPI	PC1	0.0596035009285274	Starch and sucrose metabolism	11
hsa00500	PYGB	PC1	0.383889282855357	Starch and sucrose metabolism	11
hsa00510	ALG14	PC1	-0.0842780517876182	N-Glycan biosynthesis	16
hsa00510	MGAT4A	PC1	-0.10872242203642	N-Glycan biosynthesis	16
hsa00510	ST6GAL2	PC1	0.325120149959751	N-Glycan biosynthesis	16
hsa00510	MGAT5	PC1	-0.366404291813783	N-Glycan biosynthesis	16
hsa00510	STT3B	PC1	-0.453274884120811	N-Glycan biosynthesis	16
hsa00510	ST6GAL1	PC1	0.0688914836197788	N-Glycan biosynthesis	16
hsa00510	MAN2A1	PC1	0.266991674165869	N-Glycan biosynthesis	16
hsa00510	MAN1A1	PC1	-0.362745358175142	N-Glycan biosynthesis	16
hsa00510	B4GALT1	PC1	-0.29532562546836	N-Glycan biosynthesis	16
hsa00510	ALG8	PC1	0.293905687102	N-Glycan biosynthesis	16
hsa00510	ALG11	PC1	-0.272242894988006	N-Glycan biosynthesis	16
hsa00510	DAD1	PC1	-0.0176264860236663	N-Glycan biosynthesis	16
hsa00510	FUT8	PC1	-0.0823957176114105	N-Glycan biosynthesis	16
hsa00510	ALG1	PC1	0.216743229909474	N-Glycan biosynthesis	16
hsa00510	MGAT3	PC1	-0.153052261280991	N-Glycan biosynthesis	16
hsa00510	MAGT1	PC1	-0.0532182336868626	N-Glycan biosynthesis	16
hsa00512	ST6GALNAC3	PC1	0.207630064485251	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT14	PC1	-0.379639360557611	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT13	PC1	0.10234849322681	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT15	PC1	0.0559443917496374	Mucin type O-glycan biosynthesis	12
hsa00512	GALNTL6	PC1	0.103505727295809	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT10	PC1	0.504505066170016	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT11	PC1	-0.00951176234482715	Mucin type O-glycan biosynthesis	12
hsa00512	ST3GAL1	PC1	-0.219520772312543	Mucin type O-glycan biosynthesis	12
hsa00512	GCNT1	PC1	0.398846098967992	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT12	PC1	0.211752881238668	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT6	PC1	0.379860686441182	Mucin type O-glycan biosynthesis	12
hsa00512	GALNT1	PC1	-0.370713431441254	Mucin type O-glycan biosynthesis	12
hsa00513	ALG14	PC1	0.442494755291459	Various types of N-glycan biosynthesis	11
hsa00513	MGAT4A	PC1	-0.0704457795303061	Various types of N-glycan biosynthesis	11
hsa00513	STT3B	PC1	0.400974843744159	Various types of N-glycan biosynthesis	11
hsa00513	MAN2A1	PC1	-0.237480073915472	Various types of N-glycan biosynthesis	11
hsa00513	MAN1A1	PC1	0.534907002867123	Various types of N-glycan biosynthesis	11
hsa00513	B4GALT1	PC1	0.274324381583848	Various types of N-glycan biosynthesis	11
hsa00513	ALG11	PC1	0.328631917136333	Various types of N-glycan biosynthesis	11
hsa00513	DAD1	PC1	0.169917303553213	Various types of N-glycan biosynthesis	11
hsa00513	FUT8	PC1	-0.0929144726439785	Various types of N-glycan biosynthesis	11
hsa00513	ALG1	PC1	-0.258911733685118	Various types of N-glycan biosynthesis	11
hsa00513	MAGT1	PC1	-0.0902196915406011	Various types of N-glycan biosynthesis	11
hsa00514	COLGALT2	PC1	0.160934037371227	Other types of O-glycan biosynthesis	18
hsa00514	GALNT14	PC1	0.286685953364376	Other types of O-glycan biosynthesis	18
hsa00514	ST6GAL2	PC1	0.360105370974064	Other types of O-glycan biosynthesis	18
hsa00514	GALNT13	PC1	0.0292866011864389	Other types of O-glycan biosynthesis	18
hsa00514	GALNT15	PC1	-0.146682545689819	Other types of O-glycan biosynthesis	18
hsa00514	GXYLT2	PC1	0.0383641157238517	Other types of O-glycan biosynthesis	18
hsa00514	ST6GAL1	PC1	0.115254248276134	Other types of O-glycan biosynthesis	18
hsa00514	GALNTL6	PC1	-0.426707284061453	Other types of O-glycan biosynthesis	18
hsa00514	GALNT10	PC1	0.0754847489548601	Other types of O-glycan biosynthesis	18
hsa00514	PLOD3	PC1	-0.257719375380909	Other types of O-glycan biosynthesis	18
hsa00514	GALNT11	PC1	0.0608179229706868	Other types of O-glycan biosynthesis	18
hsa00514	B4GALT1	PC1	-0.421034131931696	Other types of O-glycan biosynthesis	18
hsa00514	GALNT12	PC1	-0.245211310936798	Other types of O-glycan biosynthesis	18
hsa00514	GXYLT1	PC1	-0.142892431819001	Other types of O-glycan biosynthesis	18
hsa00514	GALNT6	PC1	0.0729657655640266	Other types of O-glycan biosynthesis	18
hsa00514	B3GLCT	PC1	-0.246392853527441	Other types of O-glycan biosynthesis	18
hsa00514	GALNT1	PC1	0.290877542054217	Other types of O-glycan biosynthesis	18
hsa00514	COLGALT1	PC1	0.242387686152235	Other types of O-glycan biosynthesis	18
hsa00520	PGM1	PC1	0.43884458584604	Amino sugar and nucleotide sugar metabolism	10
hsa00520	NPL	PC1	0.209825831832721	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GFPT1	PC1	0.22793091914122	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GMPPB	PC1	-0.158772686849448	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GMDS	PC1	0.347078071786201	Amino sugar and nucleotide sugar metabolism	10
hsa00520	CYB5R4	PC1	-0.0522339808059435	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GNE	PC1	-0.254671021491955	Amino sugar and nucleotide sugar metabolism	10
hsa00520	HK1	PC1	-0.320951584541203	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GALK2	PC1	0.474025413403194	Amino sugar and nucleotide sugar metabolism	10
hsa00520	GPI	PC1	0.412878143953361	Amino sugar and nucleotide sugar metabolism	10
hsa00561	PLPP3	PC1	0.202001872662761	Glycerolipid metabolism	20
hsa00561	MBOAT2	PC1	-0.273412455637907	Glycerolipid metabolism	20
hsa00561	LPIN1	PC1	0.486981610019287	Glycerolipid metabolism	20
hsa00561	LCLAT1	PC1	-0.199265789323585	Glycerolipid metabolism	20
hsa00561	DGKD	PC1	-0.0236964610208186	Glycerolipid metabolism	20
hsa00561	MGLL	PC1	-0.0704541752315788	Glycerolipid metabolism	20
hsa00561	DGKG	PC1	0.305621053371305	Glycerolipid metabolism	20
hsa00561	GPAT3	PC1	0.514871028602488	Glycerolipid metabolism	20
hsa00561	ALDH7A1	PC1	0.289410031898407	Glycerolipid metabolism	20
hsa00561	MBOAT1	PC1	0.139341843249698	Glycerolipid metabolism	20
hsa00561	AKR1B1	PC1	0.00948545893370718	Glycerolipid metabolism	20
hsa00561	AGK	PC1	0.222729706446082	Glycerolipid metabolism	20
hsa00561	AGPAT5	PC1	-0.157684204081912	Glycerolipid metabolism	20
hsa00561	DGAT1	PC1	0.188654682232852	Glycerolipid metabolism	20
hsa00561	GPAM	PC1	-0.0775864246295589	Glycerolipid metabolism	20
hsa00561	DGKH	PC1	-0.0239620684378442	Glycerolipid metabolism	20
hsa00561	DGKE	PC1	-0.0547178309774101	Glycerolipid metabolism	20
hsa00561	AGPAT3	PC1	-0.134429753077094	Glycerolipid metabolism	20
hsa00561	GK	PC1	-0.0506040690257703	Glycerolipid metabolism	20
hsa00561	GLA	PC1	0.00367385561286902	Glycerolipid metabolism	20
hsa00562	PIK3CD	PC1	-0.297946593808594	Inositol phosphate metabolism	28
hsa00562	INPP5B	PC1	-0.0606000564766821	Inositol phosphate metabolism	28
hsa00562	PI4KB	PC1	-0.0108633799819803	Inositol phosphate metabolism	28
hsa00562	ITPKB	PC1	-0.0392720819778649	Inositol phosphate metabolism	28
hsa00562	INPP4A	PC1	-0.0202403387727518	Inositol phosphate metabolism	28
hsa00562	INPP5D	PC1	-0.198359891224001	Inositol phosphate metabolism	28
hsa00562	PIK3CB	PC1	0.109824689689924	Inositol phosphate metabolism	28
hsa00562	PIK3CA	PC1	0.189020507005884	Inositol phosphate metabolism	28
hsa00562	PI4K2B	PC1	0.0340290182125264	Inositol phosphate metabolism	28
hsa00562	INPP4B	PC1	-0.478705137836613	Inositol phosphate metabolism	28
hsa00562	FIG4	PC1	-0.0198343091492537	Inositol phosphate metabolism	28
hsa00562	SYNJ2	PC1	-0.118228334106209	Inositol phosphate metabolism	28
hsa00562	PIP5K1B	PC1	0.334721765002144	Inositol phosphate metabolism	28
hsa00562	PIP5KL1	PC1	-0.0237711248852754	Inositol phosphate metabolism	28
hsa00562	PIP4K2A	PC1	0.357348339701275	Inositol phosphate metabolism	28
hsa00562	IPMK	PC1	-0.0348172829103856	Inositol phosphate metabolism	28
hsa00562	INPP5F	PC1	-0.0355249044520154	Inositol phosphate metabolism	28
hsa00562	INPP5A	PC1	-0.196913996885769	Inositol phosphate metabolism	28
hsa00562	MTMR2	PC1	0.0224692054052693	Inositol phosphate metabolism	28
hsa00562	PLCG2	PC1	-0.105488792720943	Inositol phosphate metabolism	28
hsa00562	ITPKC	PC1	0.0479818973766831	Inositol phosphate metabolism	28
hsa00562	PLCB1	PC1	-0.444938541326898	Inositol phosphate metabolism	28
hsa00562	PLCB4	PC1	-0.250965718636472	Inositol phosphate metabolism	28
hsa00562	SYNJ1	PC1	0.0281187198272548	Inositol phosphate metabolism	28
hsa00562	MTMR3	PC1	0.0118289936502326	Inositol phosphate metabolism	28
hsa00562	MTMR8	PC1	-0.0102774161392445	Inositol phosphate metabolism	28
hsa00562	MTM1	PC1	0.0488444677428573	Inositol phosphate metabolism	28
hsa00562	MTMR1	PC1	-0.117467633817031	Inositol phosphate metabolism	28
hsa00564	PLPP3	PC1	-0.032176583686812	Glycerophospholipid metabolism	28
hsa00564	PLA2G4A	PC1	-0.115638280465553	Glycerophospholipid metabolism	28
hsa00564	MBOAT2	PC1	0.286585497906363	Glycerophospholipid metabolism	28
hsa00564	LPIN1	PC1	-0.254956506435746	Glycerophospholipid metabolism	28
hsa00564	PLB1	PC1	-0.112763843355904	Glycerophospholipid metabolism	28
hsa00564	LCLAT1	PC1	0.0677066388674551	Glycerophospholipid metabolism	28
hsa00564	GPD2	PC1	0.0114213899586219	Glycerophospholipid metabolism	28
hsa00564	DGKD	PC1	-0.128558408734314	Glycerophospholipid metabolism	28
hsa00564	PLD1	PC1	0.145877498260375	Glycerophospholipid metabolism	28
hsa00564	DGKG	PC1	-0.192540017278181	Glycerophospholipid metabolism	28
hsa00564	PCYT1A	PC1	0.0656107082171705	Glycerophospholipid metabolism	28
hsa00564	GPAT3	PC1	-0.359601545205496	Glycerophospholipid metabolism	28
hsa00564	SGMS2	PC1	-0.106587286873537	Glycerophospholipid metabolism	28
hsa00564	MBOAT1	PC1	0.0116937259298637	Glycerophospholipid metabolism	28
hsa00564	AGPAT5	PC1	0.092133056736046	Glycerophospholipid metabolism	28
hsa00564	SGMS1	PC1	0.346874555035428	Glycerophospholipid metabolism	28
hsa00564	SAMD8	PC1	-0.0557442446127714	Glycerophospholipid metabolism	28
hsa00564	GPAM	PC1	-0.00958582989622363	Glycerophospholipid metabolism	28
hsa00564	CHKA	PC1	0.170562652560659	Glycerophospholipid metabolism	28
hsa00564	LPCAT3	PC1	0.0956809998023283	Glycerophospholipid metabolism	28
hsa00564	CHPT1	PC1	0.111670352777214	Glycerophospholipid metabolism	28
hsa00564	DGKH	PC1	-0.059564323061132	Glycerophospholipid metabolism	28
hsa00564	LPCAT2	PC1	-0.395144544906288	Glycerophospholipid metabolism	28
hsa00564	DGKE	PC1	-0.0789222215186934	Glycerophospholipid metabolism	28
hsa00564	PLA2G4C	PC1	-0.0105781879621101	Glycerophospholipid metabolism	28
hsa00564	MBOAT7	PC1	-0.39433905735365	Glycerophospholipid metabolism	28
hsa00564	AGPAT3	PC1	0.217686835981168	Glycerophospholipid metabolism	28
hsa00564	PLA2G6	PC1	0.222234511603967	Glycerophospholipid metabolism	28
hsa00565	PLPP3	PC1	0.161610331736211	Ether lipid metabolism	10
hsa00565	PLA2G4A	PC1	-0.386992746928162	Ether lipid metabolism	10
hsa00565	PLB1	PC1	-0.207536844898508	Ether lipid metabolism	10
hsa00565	PLD1	PC1	0.484120472351851	Ether lipid metabolism	10
hsa00565	ENPP2	PC1	0.290812855964667	Ether lipid metabolism	10
hsa00565	CHPT1	PC1	0.542952661462772	Ether lipid metabolism	10
hsa00565	LPCAT2	PC1	0.0153050212294795	Ether lipid metabolism	10
hsa00565	GDPD1	PC1	0.395617580292008	Ether lipid metabolism	10
hsa00565	PLA2G4C	PC1	0.102694330674073	Ether lipid metabolism	10
hsa00565	PLA2G6	PC1	-0.00334543168079907	Ether lipid metabolism	10
hsa00590	CYP2J2	PC1	0.147451498567148	Arachidonic acid metabolism	11
hsa00590	PTGS2	PC1	-0.264715066190841	Arachidonic acid metabolism	11
hsa00590	PLA2G4A	PC1	0.327801485659419	Arachidonic acid metabolism	11
hsa00590	PLB1	PC1	-0.339043514068608	Arachidonic acid metabolism	11
hsa00590	HPGDS	PC1	0.441521895547942	Arachidonic acid metabolism	11
hsa00590	HPGD	PC1	0.477475991560583	Arachidonic acid metabolism	11
hsa00590	LTC4S	PC1	-0.146123567994084	Arachidonic acid metabolism	11
hsa00590	CYP2C8	PC1	-0.0804301674721817	Arachidonic acid metabolism	11
hsa00590	ALOX12	PC1	0.0498999899460344	Arachidonic acid metabolism	11
hsa00590	PLA2G4C	PC1	-0.0177209771810933	Arachidonic acid metabolism	11
hsa00590	PLA2G6	PC1	-0.48190207834431	Arachidonic acid metabolism	11
hsa00600	PLPP3	PC1	-0.26319004221012	Sphingolipid metabolism	17
hsa00600	GBA1	PC1	-0.0709577608984012	Sphingolipid metabolism	17
hsa00600	CERS6	PC1	0.355650097346552	Sphingolipid metabolism	17
hsa00600	SGMS2	PC1	0.0937155935758589	Sphingolipid metabolism	17
hsa00600	ACER2	PC1	-0.414980369201948	Sphingolipid metabolism	17
hsa00600	SPTLC1	PC1	0.233208535654832	Sphingolipid metabolism	17
hsa00600	UGCG	PC1	-0.0483160750566063	Sphingolipid metabolism	17
hsa00600	SGMS1	PC1	-0.348461704427104	Sphingolipid metabolism	17
hsa00600	ACER3	PC1	-0.396627337098252	Sphingolipid metabolism	17
hsa00600	SGPP1	PC1	-0.317637287789035	Sphingolipid metabolism	17
hsa00600	SPTLC2	PC1	0.110456564935896	Sphingolipid metabolism	17
hsa00600	GALC	PC1	-0.222006814805512	Sphingolipid metabolism	17
hsa00600	CERS3	PC1	0.0696091387928603	Sphingolipid metabolism	17
hsa00600	ACER1	PC1	0.133142486540074	Sphingolipid metabolism	17
hsa00600	CERS4	PC1	0.233733515232595	Sphingolipid metabolism	17
hsa00600	SPTLC3	PC1	0.191612727645085	Sphingolipid metabolism	17
hsa00600	GLA	PC1	-0.0803613463810531	Sphingolipid metabolism	17
hsa00640	DBT	PC1	0.29850711459346	Propanoate metabolism	10
hsa00640	SUCLG2	PC1	0.176727607263315	Propanoate metabolism	10
hsa00640	EHHADH	PC1	0.0803858303430013	Propanoate metabolism	10
hsa00640	LDHC	PC1	0.401155043833531	Propanoate metabolism	10
hsa00640	ACSS3	PC1	-0.0519289260911511	Propanoate metabolism	10
hsa00640	ACACB	PC1	-0.482216043054882	Propanoate metabolism	10
hsa00640	PCCA	PC1	-0.199283371734128	Propanoate metabolism	10
hsa00640	ABAT	PC1	-0.528396491210492	Propanoate metabolism	10
hsa00640	ACACA	PC1	0.342703016972912	Propanoate metabolism	10
hsa00640	ACSS2	PC1	-0.201699298201427	Propanoate metabolism	10
hsa00983	DPYD	PC1	-0.165910071017905	Drug metabolism - other enzymes	16
hsa00983	UCK2	PC1	0.327101654037899	Drug metabolism - other enzymes	16
hsa00983	NME7	PC1	-0.216464718927415	Drug metabolism - other enzymes	16
hsa00983	UPP2	PC1	-0.0324669946263202	Drug metabolism - other enzymes	16
hsa00983	IMPDH2	PC1	0.178502568996334	Drug metabolism - other enzymes	16
hsa00983	GMPS	PC1	0.281628946310232	Drug metabolism - other enzymes	16
hsa00983	NAT1	PC1	-0.039733892275695	Drug metabolism - other enzymes	16
hsa00983	GSTO1	PC1	0.0658980453063384	Drug metabolism - other enzymes	16
hsa00983	GSTO2	PC1	0.0888053139839986	Drug metabolism - other enzymes	16
hsa00983	RRM1	PC1	-0.0758208813766527	Drug metabolism - other enzymes	16
hsa00983	GSTP1	PC1	0.554209652429739	Drug metabolism - other enzymes	16
hsa00983	MGST1	PC1	0.07819887511837	Drug metabolism - other enzymes	16
hsa00983	NME1	PC1	0.515269228971635	Drug metabolism - other enzymes	16
hsa00983	MPO	PC1	0.0498901598875498	Drug metabolism - other enzymes	16
hsa00983	TK1	PC1	0.316147586015152	Drug metabolism - other enzymes	16
hsa00983	UPB1	PC1	0.0750241000546004	Drug metabolism - other enzymes	16
hsa02010	ABCA4	PC1	0.137842364009092	ABC transporters	15
hsa02010	ABCB10	PC1	-0.23229013957127	ABC transporters	15
hsa02010	ABCB11	PC1	-0.347177751695174	ABC transporters	15
hsa02010	ABCC5	PC1	-0.098564547683952	ABC transporters	15
hsa02010	ABCA13	PC1	0.274187767752609	ABC transporters	15
hsa02010	ABCB1	PC1	0.321075112249661	ABC transporters	15
